step,epoch,loss,reward,reward_std,kl,clip_ratio,learning_rate
140,0.0175,0.0,0.5,0.1154700517654419,,,9.266666666666667e-06
145,0.018125,0.0,0.3,0.3154700517654419,,,9.600000000000001e-06
150,0.01875,0.0,0.7,0.1154700517654419,,,9.933333333333334e-06
155,0.019375,-2.9802322387695314e-09,0.5,0.5154700517654419,,,9.970370370370372e-06
160,0.02,2.9802322387695314e-09,0.5,0.3154700517654419,,,9.933333333333334e-06
165,0.020625,-1.1920928955078126e-08,0.2,0.4,,,9.896296296296297e-06
170,0.02125,-2.9802322387695314e-09,0.25,0.33094010353088377,,,9.85925925925926e-06
175,0.021875,2.9802322387695314e-09,0.55,0.3,,,9.822222222222223e-06
180,0.0225,5.960464477539063e-09,0.55,0.4154700517654419,,,9.785185185185187e-06
185,0.023125,2.9802322387695314e-09,0.7,0.2,,,9.748148148148148e-06
190,0.02375,-1.4901161193847657e-09,0.25,0.33094010353088377,,,9.711111111111111e-06
195,0.024375,5.960464477539063e-09,0.6,0.3154700517654419,,,9.674074074074075e-06
200,0.025,-2.9802322387695314e-09,0.3,0.2,,,9.637037037037038e-06
205,0.025625,0.0,0.3,0.1154700517654419,,,9.600000000000001e-06
210,0.02625,0.0,0.4,0.0,,,9.562962962962965e-06
215,0.026875,-1.4901161193847657e-09,0.25,0.33094010353088377,,,9.525925925925926e-06
220,0.0275,0.0,0.45,0.33094010353088377,,,9.48888888888889e-06
225,0.028125,-2.9802322387695314e-09,0.8,0.2,,,9.451851851851853e-06
230,0.02875,1.4901161193847657e-09,0.75,0.1,,,9.414814814814816e-06
235,0.029375,2.9802322387695314e-09,0.55,0.5618802070617676,,,9.377777777777779e-06
240,0.03,0.0,0.65,0.1,,,9.34074074074074e-06
245,0.030625,-1.4901161193847657e-09,0.6,0.2,,,9.303703703703706e-06
250,0.03125,2.9802322387695314e-09,0.55,0.33094010353088377,,,9.266666666666667e-06
255,0.031875,-2.9802322387695314e-09,0.45,0.1,,,9.22962962962963e-06
260,0.0325,5.960464477539063e-09,0.6,0.5464101552963256,,,9.192592592592594e-06
265,0.033125,-1.4901161193847657e-09,0.65,0.1,,,9.155555555555557e-06
270,0.03375,-4.470348358154297e-09,0.35,0.3,,,9.118518518518518e-06
275,0.034375,2.9802322387695314e-09,0.55,0.33094010353088377,,,9.081481481481482e-06
280,0.035,-2.9802322387695314e-09,0.55,0.2154700517654419,,,9.044444444444445e-06
285,0.035625,5.960464477539063e-09,0.35,0.33094010353088377,,,9.007407407407408e-06
290,0.03625,0.0,0.65,0.1,,,8.970370370370372e-06
295,0.036875,2.9802322387695314e-09,0.15,0.1,,,8.933333333333333e-06
300,0.0375,0.0,0.8,0.2,,,8.896296296296298e-06
305,0.038125,0.0,0.6,0.2,,,8.85925925925926e-06
310,0.03875,2.9802322387695314e-09,0.55,0.1,,,8.822222222222223e-06
315,0.039375,-5.960464477539063e-09,0.5,0.3154700517654419,,,8.785185185185186e-06
320,0.04,2.9802322387695314e-09,0.95,0.1,,,8.74814814814815e-06
325,0.040625,-2.9802322387695314e-09,0.25,0.1,,,8.711111111111111e-06
330,0.04125,0.0,0.6,0.2,,,8.674074074074074e-06
335,0.041875,-2.9802322387695314e-09,0.85,0.1,,,8.637037037037037e-06
340,0.0425,0.0,0.3,0.1154700517654419,,,8.6e-06
345,0.043125,0.0,0.45,0.33094010353088377,,,8.562962962962964e-06
350,0.04375,0.0,0.4,0.0,,,8.525925925925927e-06
355,0.044375,-1.4901161193847657e-09,0.85,0.1,,,8.48888888888889e-06
360,0.045,2.9802322387695314e-09,0.55,0.1,,,8.451851851851852e-06
365,0.045625,0.0,0.35,0.1,,,8.414814814814815e-06
370,0.04625,-2.9802322387695314e-09,0.45,0.1,,,8.377777777777779e-06
375,0.046875,-1.4901161193847657e-09,0.45,0.1,,,8.340740740740742e-06
380,0.0475,0.0,0.4,0.2309401035308838,,,8.303703703703705e-06
385,0.048125,-2.9802322387695314e-09,0.3,0.4,,,8.266666666666667e-06
390,0.04875,1.4901161193847657e-09,0.4,0.2,,,8.229629629629632e-06
395,0.049375,0.0,0.35,0.2154700517654419,,,8.192592592592593e-06
400,0.05,-5.960464477539063e-09,0.5,0.2,,,8.155555555555556e-06
405,0.050625,2.9802322387695314e-09,0.75,0.1,,,8.11851851851852e-06
410,0.05125,0.0,0.55,0.2154700517654419,,,8.081481481481483e-06
415,0.051875,-2.9802322387695314e-09,0.35,0.4154700517654419,,,8.044444444444444e-06
420,0.0525,-1.4901161193847657e-09,0.15,0.2154700517654419,,,8.007407407407408e-06
425,0.053125,2.9802322387695314e-09,0.9,0.2,,,7.970370370370371e-06
430,0.05375,4.470348358154297e-09,0.5,0.2,,,7.933333333333334e-06
435,0.054375,0.0,0.4,0.0,,,7.896296296296297e-06
440,0.055,5.960464477539063e-09,0.45,0.2154700517654419,,,7.859259259259259e-06
445,0.055625,-1.4901161193847657e-09,0.4,0.2,,,7.822222222222224e-06
450,0.05625,-4.470348358154297e-09,0.5,0.2,,,7.785185185185185e-06
455,0.056875,0.0,0.6,0.0,,,7.748148148148149e-06
460,0.0575,2.9802322387695314e-09,0.35,0.1,,,7.711111111111112e-06
465,0.058125,2.9802322387695314e-09,0.25,0.3,,,7.674074074074075e-06
470,0.05875,-5.960464477539063e-09,0.35,0.44641015529632566,,,7.637037037037037e-06
475,0.059375,0.0,0.4,0.0,,,7.600000000000001e-06
480,0.06,5.960464477539063e-09,0.6,0.3154700517654419,,,7.562962962962963e-06
485,0.060625,2.9802322387695314e-09,0.6,0.2,,,7.525925925925927e-06
490,0.06125,-2.9802322387695314e-09,0.45,0.1,,,7.48888888888889e-06
495,0.061875,2.9802322387695314e-09,0.75,0.1,,,7.451851851851852e-06
500,0.0625,0.0,0.6,0.0,,,7.4148148148148155e-06
505,0.063125,0.0,0.4,0.2309401035308838,,,7.377777777777778e-06
510,0.06375,0.0,0.65,0.1,,,7.340740740740742e-06
515,0.064375,-2.9802322387695314e-09,0.55,0.2154700517654419,,,7.303703703703704e-06
520,0.065,0.0,0.2,0.0,,,7.266666666666668e-06
525,0.065625,-2.9802322387695314e-09,0.1,0.2,,,7.22962962962963e-06
530,0.06625,-2.9802322387695314e-09,0.25,0.3,,,7.192592592592593e-06
535,0.066875,0.0,0.7,0.1154700517654419,,,7.155555555555556e-06
540,0.0675,-2.9802322387695314e-09,0.45,0.1,,,7.118518518518519e-06
545,0.068125,2.9802322387695314e-09,0.65,0.2154700517654419,,,7.081481481481482e-06
550,0.06875,0.0,0.3,0.3154700517654419,,,7.044444444444445e-06
555,0.069375,0.0,0.4,0.0,,,7.007407407407408e-06
560,0.07,5.960464477539063e-09,0.65,0.4154700517654419,,,6.97037037037037e-06
565,0.070625,0.0,0.2,0.0,,,6.9333333333333344e-06
570,0.07125,0.0,0.5,0.1154700517654419,,,6.896296296296297e-06
575,0.071875,-2.9802322387695314e-09,0.5,0.2,,,6.85925925925926e-06
580,0.0725,2.9802322387695314e-09,0.45,0.2154700517654419,,,6.8222222222222225e-06
585,0.073125,0.0,0.6,0.0,,,6.785185185185186e-06
590,0.07375,0.0,0.4,0.2309401035308838,,,6.748148148148149e-06
595,0.074375,0.0,0.2,0.0,,,6.711111111111111e-06
600,0.075,0.0,0.5,0.1154700517654419,,,6.674074074074075e-06
605,0.075625,0.0,0.25,0.1,,,6.637037037037037e-06
610,0.07625,0.0,0.6,0.0,,,6.600000000000001e-06
615,0.076875,-2.9802322387695314e-09,0.55,0.2154700517654419,,,6.562962962962964e-06
620,0.0775,0.0,0.9,0.1154700517654419,,,6.525925925925927e-06
625,0.078125,-5.960464477539063e-09,0.45,0.4154700517654419,,,6.488888888888889e-06
630,0.07875,-5.960464477539063e-09,0.35,0.2154700517654419,,,6.4518518518518525e-06
635,0.079375,-4.470348358154297e-09,0.55,0.4154700517654419,,,6.414814814814815e-06
640,0.08,-1.4901161193847657e-09,0.55,0.4154700517654419,,,6.377777777777778e-06
645,0.080625,0.0,0.8,0.2,,,6.3407407407407414e-06
650,0.08125,0.0,0.6,0.0,,,6.303703703703704e-06
655,0.081875,-2.9802322387695314e-09,0.5,0.2,,,6.266666666666668e-06
660,0.0825,0.0,0.4,0.0,,,6.2296296296296295e-06
665,0.083125,0.0,0.6,0.0,,,6.192592592592594e-06
670,0.08375,-2.9802322387695314e-09,0.3,0.2,,,6.155555555555556e-06
675,0.084375,2.9802322387695314e-09,0.8,0.3154700517654419,,,6.118518518518519e-06
680,0.085,0.0,0.7,0.1154700517654419,,,6.081481481481482e-06
685,0.085625,2.9802322387695314e-09,0.55,0.1,,,6.044444444444445e-06
690,0.08625,-2.9802322387695314e-09,0.65,0.1,,,6.007407407407407e-06
695,0.086875,-2.9802322387695314e-09,0.25,0.1,,,5.970370370370371e-06
700,0.0875,0.0,0.4,0.0,,,5.933333333333335e-06
705,0.088125,-4.470348358154297e-09,0.3,0.2,,,5.896296296296296e-06
710,0.08875,-1.4901161193847657e-09,0.5,0.3154700517654419,,,5.85925925925926e-06
715,0.089375,-2.9802322387695314e-09,0.65,0.1,,,5.822222222222223e-06
720,0.09,0.0,0.75,0.1,,,5.785185185185186e-06
725,0.090625,0.0,0.4,0.0,,,5.748148148148148e-06
730,0.09125,0.0,0.4,0.2309401035308838,,,5.711111111111112e-06
735,0.091875,-2.9802322387695314e-09,0.25,0.1,,,5.674074074074074e-06
740,0.0925,0.0,0.6,0.0,,,5.637037037037037e-06
745,0.093125,0.0,0.4,0.0,,,5.600000000000001e-06
750,0.09375,0.0,0.45,0.1,,,5.562962962962963e-06
755,0.094375,1.4901161193847657e-09,0.55,0.1,,,5.525925925925927e-06
760,0.095,0.0,0.4,0.3154700517654419,,,5.4888888888888895e-06
765,0.095625,5.960464477539063e-09,0.65,0.3,,,5.451851851851853e-06
770,0.09625,0.0,0.65,0.1,,,5.414814814814815e-06
775,0.096875,0.0,0.6,0.0,,,5.3777777777777784e-06
780,0.0975,0.0,0.65,0.2154700517654419,,,5.340740740740741e-06
785,0.098125,1.4901161193847657e-09,0.45,0.3,,,5.303703703703704e-06
790,0.09875,0.0,0.55,0.3,,,5.2666666666666665e-06
795,0.099375,-5.960464477539063e-09,0.5,0.2,,,5.22962962962963e-06
800,0.1,-2.9802322387695314e-09,0.55,0.2154700517654419,,,5.192592592592594e-06
805,0.100625,-5.960464477539063e-09,0.7,0.2,,,5.155555555555556e-06
810,0.10125,0.0,0.35,0.1,,,5.1185185185185195e-06
815,0.101875,-2.9802322387695314e-09,0.55,0.2154700517654419,,,5.081481481481482e-06
820,0.1025,0.0,0.6,0.0,,,5.044444444444445e-06
825,0.103125,5.960464477539063e-09,0.45,0.2154700517654419,,,5.007407407407408e-06
830,0.10375,0.0,0.8,0.0,,,4.970370370370371e-06
835,0.104375,-2.9802322387695314e-09,0.05,0.1,,,4.933333333333334e-06
840,0.105,2.9802322387695314e-09,0.6,0.3154700517654419,,,4.8962962962962965e-06
845,0.105625,0.0,0.6,0.2309401035308838,,,4.85925925925926e-06
850,0.10625,0.0,0.5,0.1154700517654419,,,4.822222222222222e-06
855,0.106875,0.0,0.4,0.0,,,4.7851851851851854e-06
860,0.1075,-1.4901161193847657e-09,0.75,0.2154700517654419,,,4.748148148148149e-06
865,0.108125,0.0,0.35,0.2154700517654419,,,4.711111111111111e-06
870,0.10875,-1.4901161193847657e-09,0.85,0.1,,,4.674074074074074e-06
875,0.109375,-4.470348358154297e-09,0.5,0.2,,,4.637037037037038e-06
880,0.11,0.0,0.7,0.1154700517654419,,,4.600000000000001e-06
885,0.110625,0.0,0.6,0.0,,,4.562962962962963e-06
890,0.11125,0.0,0.6,0.0,,,4.5259259259259265e-06
895,0.111875,0.0,0.6,0.0,,,4.488888888888889e-06
900,0.1125,0.0,0.5,0.1154700517654419,,,4.451851851851852e-06
905,0.113125,1.4901161193847657e-09,0.4,0.2,,,4.4148148148148154e-06
910,0.11375,-1.4901161193847657e-09,0.25,0.1,,,4.377777777777778e-06
915,0.114375,0.0,0.25,0.1,,,4.340740740740741e-06
920,0.115,0.0,0.7,0.1154700517654419,,,4.3037037037037035e-06
925,0.115625,-2.9802322387695314e-09,0.15,0.2154700517654419,,,4.266666666666668e-06
930,0.11625,-2.9802322387695314e-09,0.35,0.3,,,4.22962962962963e-06
935,0.116875,2.9802322387695314e-09,0.55,0.1,,,4.192592592592593e-06
940,0.1175,0.0,0.5,0.1154700517654419,,,4.155555555555556e-06
945,0.118125,0.0,0.5,0.1154700517654419,,,4.118518518518519e-06
950,0.11875,0.0,0.5,0.1154700517654419,,,4.081481481481482e-06
955,0.119375,2.9802322387695314e-09,0.4,0.2,,,4.044444444444445e-06
960,0.12,4.470348358154297e-09,0.7,0.2,,,4.007407407407408e-06
965,0.120625,2.9802322387695314e-09,0.75,0.1,,,3.97037037037037e-06
970,0.12125,0.0,0.6,0.0,,,3.9333333333333335e-06
975,0.121875,2.9802322387695314e-09,0.55,0.1,,,3.896296296296297e-06
980,0.1225,2.9802322387695314e-09,0.65,0.4154700517654419,,,3.85925925925926e-06
985,0.123125,4.470348358154297e-09,0.7,0.2,,,3.8222222222222224e-06
990,0.12375,0.0,0.45,0.33094010353088377,,,3.7851851851851857e-06
995,0.124375,2.9802322387695314e-09,0.75,0.1,,,3.7481481481481485e-06
1000,0.125,-1.4901161193847657e-09,0.45,0.1,,,3.7111111111111113e-06
1005,0.125625,0.0,0.5,0.1154700517654419,,,3.674074074074074e-06
1010,0.12625,2.9802322387695314e-09,0.45,0.2154700517654419,,,3.6370370370370374e-06
1015,0.126875,0.0,0.9,0.1154700517654419,,,3.6000000000000003e-06
1020,0.1275,5.960464477539063e-09,0.5,0.2,,,3.562962962962963e-06
1025,0.128125,-1.4901161193847657e-09,0.6,0.2,,,3.525925925925926e-06
1030,0.12875,0.0,0.3,0.1154700517654419,,,3.4888888888888896e-06
1035,0.129375,0.0,0.75,0.1,,,3.4518518518518524e-06
1040,0.13,0.0,0.6,0.2309401035308838,,,3.4148148148148153e-06
1045,0.130625,-5.960464477539063e-09,0.65,0.3,,,3.377777777777778e-06
1050,0.13125,-2.9802322387695314e-09,0.55,0.2154700517654419,,,3.340740740740741e-06
1055,0.131875,5.960464477539063e-09,0.6,0.3154700517654419,,,3.3037037037037038e-06
1060,0.1325,1.4901161193847657e-09,0.95,0.1,,,3.266666666666667e-06
1065,0.133125,1.4901161193847657e-09,0.55,0.1,,,3.22962962962963e-06
1070,0.13375,-5.960464477539063e-09,0.25,0.33094010353088377,,,3.1925925925925927e-06
1075,0.134375,0.0,0.6,0.0,,,3.1555555555555555e-06
1080,0.135,1.4901161193847657e-09,0.75,0.1,,,3.1185185185185183e-06
1085,0.135625,0.0,0.7,0.1154700517654419,,,3.081481481481482e-06
1090,0.13625,-2.9802322387695314e-09,0.25,0.1,,,3.044444444444445e-06
1095,0.136875,0.0,0.7,0.1154700517654419,,,3.0074074074074077e-06
1100,0.1375,2.9802322387695314e-09,0.95,0.1,,,2.9703703703703705e-06
1105,0.138125,0.0,0.2,0.2309401035308838,,,2.9333333333333338e-06
1110,0.13875,-5.960464477539063e-09,0.75,0.2154700517654419,,,2.8962962962962966e-06
1115,0.139375,-2.9802322387695314e-09,0.45,0.1,,,2.8592592592592594e-06
1120,0.14,0.0,0.5,0.1154700517654419,,,2.8222222222222223e-06
1125,0.140625,0.0,1.0,0.0,,,2.785185185185185e-06
1130,0.14125,0.0,0.75,0.1,,,2.748148148148148e-06
1135,0.141875,0.0,0.35,0.44641015529632566,,,2.7111111111111116e-06
1140,0.1425,0.0,0.8,0.0,,,2.6740740740740744e-06
1145,0.143125,0.0,0.55,0.1,,,2.6370370370370373e-06
1150,0.14375,0.0,0.8,0.0,,,2.6e-06
1155,0.144375,0.0,0.2,0.0,,,2.5629629629629633e-06
1160,0.145,0.0,0.55,0.2154700517654419,,,2.525925925925926e-06
1165,0.145625,0.0,0.5,0.1154700517654419,,,2.488888888888889e-06
1170,0.14625,-2.9802322387695314e-09,0.3,0.2,,,2.451851851851852e-06
1175,0.146875,0.0,0.85,0.2154700517654419,,,2.414814814814815e-06
1180,0.1475,-2.9802322387695314e-09,0.45,0.1,,,2.377777777777778e-06
1185,0.148125,0.0,0.8,0.0,,,2.3407407407407408e-06
1190,0.14875,0.0,0.2,0.0,,,2.303703703703704e-06
1195,0.149375,0.0,0.8,0.2,,,2.266666666666667e-06
1200,0.15,2.9802322387695314e-09,0.4,0.2,,,2.22962962962963e-06
1205,0.150625,2.9802322387695314e-09,0.45,0.2154700517654419,,,2.192592592592593e-06
1210,0.15125,2.9802322387695314e-09,0.55,0.1,,,2.1555555555555558e-06
1215,0.151875,-2.9802322387695314e-09,0.5,0.2,,,2.1185185185185186e-06
1220,0.1525,0.0,0.8,0.0,,,2.0814814814814814e-06
1225,0.153125,-2.9802322387695314e-09,0.45,0.1,,,2.0444444444444447e-06
1230,0.15375,0.0,0.8,0.0,,,2.0074074074074075e-06
1235,0.154375,0.0,0.6,0.0,,,1.9703703703703703e-06
1240,0.155,-2.9802322387695314e-09,0.3,0.2,,,1.9333333333333336e-06
1245,0.155625,0.0,0.3,0.1154700517654419,,,1.8962962962962964e-06
1250,0.15625,-2.9802322387695314e-09,0.35,0.2154700517654419,,,1.8592592592592595e-06
1255,0.156875,0.0,0.25,0.1,,,1.8222222222222225e-06
1260,0.1575,-5.960464477539063e-09,0.55,0.2154700517654419,,,1.7851851851851853e-06
1265,0.158125,0.0,0.6,0.0,,,1.7481481481481482e-06
1270,0.15875,-1.4901161193847657e-09,0.45,0.1,,,1.7111111111111112e-06
1275,0.159375,-2.9802322387695314e-09,0.35,0.4154700517654419,,,1.674074074074074e-06
1280,0.16,0.0,0.2,0.2309401035308838,,,1.6370370370370373e-06
1285,0.160625,0.0,1.0,0.0,,,1.6000000000000001e-06
1290,0.16125,0.0,0.55,0.1,,,1.562962962962963e-06
1295,0.161875,-2.9802322387695314e-09,0.6,0.2,,,1.525925925925926e-06
1300,0.1625,0.0,0.9,0.1154700517654419,,,1.4888888888888888e-06
1305,0.163125,0.0,0.75,0.1,,,1.451851851851852e-06
1310,0.16375,0.0,0.7,0.3154700517654419,,,1.414814814814815e-06
1315,0.164375,0.0,0.8,0.0,,,1.377777777777778e-06
1320,0.165,5.960464477539063e-09,0.45,0.2154700517654419,,,1.3407407407407408e-06
1325,0.165625,2.9802322387695314e-09,0.65,0.2154700517654419,,,1.3037037037037036e-06
1330,0.16625,0.0,0.4,0.0,,,1.2666666666666669e-06
1335,0.166875,2.9802322387695314e-09,0.45,0.2154700517654419,,,1.2296296296296297e-06
1340,0.1675,0.0,0.55,0.1,,,1.1925925925925928e-06
1345,0.168125,2.9802322387695314e-09,0.65,0.2154700517654419,,,1.1555555555555556e-06
1350,0.16875,1.4901161193847657e-09,0.6,0.2,,,1.1185185185185186e-06
1355,0.169375,0.0,0.75,0.1,,,1.0814814814814815e-06
1360,0.17,-2.9802322387695314e-09,0.45,0.1,,,1.0444444444444445e-06
1365,0.170625,1.4901161193847657e-09,0.45,0.2154700517654419,,,1.0074074074074076e-06
1370,0.17125,0.0,0.7,0.1154700517654419,,,9.703703703703704e-07
1375,0.171875,-2.9802322387695314e-09,0.25,0.1,,,9.333333333333334e-07
1380,0.1725,0.0,0.7,0.1154700517654419,,,8.962962962962964e-07
1385,0.173125,0.0,0.8,0.0,,,8.592592592592593e-07
1390,0.17375,-2.9802322387695314e-09,0.55,0.2154700517654419,,,8.222222222222223e-07
1395,0.174375,0.0,0.6,0.0,,,7.851851851851852e-07
1400,0.175,0.0,0.5,0.1154700517654419,,,7.481481481481482e-07
1405,0.175625,-1.4901161193847657e-09,0.4,0.2,,,7.111111111111112e-07
1410,0.17625,0.0,0.4,0.0,,,6.740740740740741e-07
1415,0.176875,0.0,0.6,0.0,,,6.370370370370371e-07
1420,0.1775,0.0,0.6,0.0,,,6.000000000000001e-07
1425,0.178125,1.4901161193847657e-09,0.5,0.3154700517654419,,,5.62962962962963e-07
1430,0.17875,0.0,0.7,0.3154700517654419,,,5.25925925925926e-07
1435,0.179375,0.0,0.4,0.0,,,4.88888888888889e-07
1440,0.18,0.0,0.6,0.0,,,4.518518518518519e-07
1445,0.180625,0.0,0.6,0.0,,,4.148148148148148e-07
1450,0.18125,0.0,0.5,0.1154700517654419,,,3.777777777777778e-07
1455,0.181875,-1.4901161193847657e-09,0.45,0.1,,,3.407407407407408e-07
1460,0.1825,0.0,0.5,0.1154700517654419,,,3.0370370370370374e-07
1465,0.183125,-2.9802322387695314e-09,0.5,0.2,,,2.666666666666667e-07
1470,0.18375,-1.4901161193847657e-09,0.65,0.1,,,2.2962962962962964e-07
1475,0.184375,1.4901161193847657e-09,0.65,0.2154700517654419,,,1.9259259259259263e-07
1480,0.185,0.0,0.5,0.1154700517654419,,,1.5555555555555556e-07
1485,0.185625,1.4901161193847657e-09,0.55,0.1,,,1.1851851851851853e-07
1490,0.18625,2.9802322387695314e-09,0.45,0.2154700517654419,,,8.148148148148148e-08
1495,0.186875,0.0,0.4,0.0,,,4.444444444444445e-08
1500,0.1875,-1.4901161193847657e-09,0.8,0.2,,,7.407407407407408e-09
1500,0.1875,,,,,,
